area,cru,age_min,age_max,t_min,t_max,glass_type,comments,color
Saint-sardos,Saint-sardos,1.0,3.0,10.0,12.0,,,rosé
Saussignac,Saussignac,5.0,20.0,8.0,10.0,,,blanc
Saussignac,Saussignac,5.0,25.0,9.0,11.0,,,jaune
Lavilledieu,Lavilledieu,2.0,4.0,16.0,16.0,,,rouge
Lavilledieu,Lavilledieu,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Agenais,Vins de pays/IGP Agenais,2.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Agenais,Vins de pays/IGP Agenais,1.0,2.0,8.0,9.0,,,blanc
Vins de pays/IGP Agenais,Vins de pays/IGP Agenais,1.0,2.0,8.0,9.0,,,rosé
Vins de pays/IGP Ariège,Vins de pays/IGP Ariège,2.0,7.0,16.0,16.0,,,rouge
Vins de pays/IGP Ariège,Vins de pays/IGP Ariège,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Ariège,Vins de pays/IGP Ariège,1.0,4.0,10.0,11.0,,,blanc
Vins de pays/IGP Ariège,Vins de pays/IGP Ariège,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Atlantique,Vins de pays/IGP Atlantique,1.0,4.0,15.0,17.0,,,rouge
Vins de pays/IGP Atlantique,Vins de pays/IGP Atlantique,1.0,2.0,8.0,9.0,,,blanc
Vins de pays/IGP Atlantique,Vins de pays/IGP Atlantique,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Aude,Vins de pays/IGP Aude,1.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Aude,Vins de pays/IGP Aude,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Aude,Vins de pays/IGP Aude,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Aveyron,Vins de pays/IGP Aveyron,1.0,3.0,16.0,16.0,,,rouge
Vins de pays/IGP Aveyron,Vins de pays/IGP Aveyron,1.0,3.0,10.0,12.0,,,blanc
Vins de pays/IGP Aveyron,Vins de pays/IGP Aveyron,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Comté tolosan,Vins de pays/IGP Comté tolosan,2.0,4.0,14.0,16.0,,,rouge
Vins de pays/IGP Comté tolosan,Vins de pays/IGP Comté tolosan,1.0,3.0,8.0,11.0,,,blanc
Vins de pays/IGP Comté tolosan,Vins de pays/IGP Comté tolosan,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Corrèze,Vins de pays/IGP Corrèze,1.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Corrèze,Vins de pays/IGP Corrèze,2.0,10.0,8.0,10.0,,,rouge
Vins de pays/IGP Corrèze,Vins de pays/IGP Corrèze,2.0,6.0,8.0,10.0,,,blanc
Vins de pays/IGP Corrèze,Vins de pays/IGP Corrèze,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Coteaux de Glanes,Vins de pays/IGP Coteaux de Glanes,1.0,3.0,14.0,16.0,,,rouge
Vins de pays/IGP Coteaux de Glanes,Vins de pays/IGP Coteaux de Glanes,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Côtes de Gascogne,Vins de pays/IGP Côtes de Gascogne,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Côtes de Gascogne,Vins de pays/IGP Côtes de Gascogne,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Côtes de Gascogne,Vins de pays/IGP Côtes de Gascogne,1.0,4.0,9.0,11.0,,,rosé
Vins de pays/IGP Côtes du Lot,Vins de pays/IGP Côtes du Lot,1.0,5.0,13.0,15.0,,,rouge
Vins de pays/IGP Côtes du Lot,Vins de pays/IGP Côtes du Lot,1.0,4.0,10.0,12.0,,,blanc
Vins de pays/IGP Côtes du Lot,Vins de pays/IGP Côtes du Lot,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Côtes du Tarn,Vins de pays/IGP Côtes du Tarn,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Côtes du Tarn,Vins de pays/IGP Côtes du Tarn,1.0,5.0,10.0,12.0,,,blanc
Vins de pays/IGP Côtes du Tarn,Vins de pays/IGP Côtes du Tarn,1.0,2.0,8.0,9.0,,,rosé
Vins de pays/IGP Gers,Vins de pays/IGP Gers,1.0,4.0,14.0,16.0,,,rouge
Vins de pays/IGP Gers,Vins de pays/IGP Gers,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Gers,Vins de pays/IGP Gers,1.0,4.0,9.0,11.0,,,jaune
Vins de pays/IGP Gers,Vins de pays/IGP Gers,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Périgord,Vins de pays/IGP Périgord Domme,3.0,6.0,16.0,18.0,,,rouge
Vins de pays/IGP Périgord,Vins de pays/IGP Périgord,2.0,5.0,16.0,18.0,,,rouge
Vins de pays/IGP Périgord,Vins de pays/IGP Périgord,1.0,3.0,9.0,11.0,,,blanc
Vins de pays/IGP Périgord,Vins de pays/IGP Périgord,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Thézac-Perricard,Vins de pays/IGP Thézac-Perricard,2.0,6.0,15.0,16.0,,,rouge
Vins de pays/IGP Thézac-Perricard,Vins de pays/IGP Thézac-Perricard,1.0,2.0,8.0,9.0,,,rosé
Tursan,Tursan,4.0,15.0,16.0,16.0,,,rouge
Vins-d'estaing,Tursan,2.0,5.0,8.0,10.0,,,blanc
Vins-d'estaing,Tursan,1.0,3.0,10.0,11.0,,,rosé
Anjou,Anjou,2.0,5.0,14.0,15.0,,,rouge
Anjou,Anjou,2.0,4.0,8.0,10.0,,,blanc
Anjou,Anjou Gamay,1.0,1.0,13.0,14.0,,,rouge
Anjou,Anjou,1.0,3.0,6.0,8.0,,,blanc
Anjou,Anjou,1.0,3.0,8.0,10.0,,,rouge
Anjou-coteaux-de-la-loire,Anjou-coteaux-de-la-loire,2.0,15.0,8.0,10.0,,,jaune
Anjou-villages,Anjou-villages,4.0,12.0,16.0,16.0,,,rouge
Anjou-villages-brissac,Anjou-villages-brissac,5.0,15.0,16.0,16.0,,,rouge
Bonnezeaux,Bonnezeaux,5.0,35.0,10.0,12.0,,,jaune
Bourgueil,Bourgueil,3.0,16.0,14.0,16.0,,,rouge
Bourgueil,Bourgueil,1.0,3.0,8.0,10.0,,,rosé
Cabernet-d'anjou,Cabernet-d'anjou,2.0,3.0,8.0,11.0,,,rosé
Cabernet-d'anjou,Cabernet-d'anjou,2.0,3.0,8.0,11.0,,,rosé
Cabernet-de-saumur,Cabernet-de-saumur,1.0,2.0,10.0,12.0,,,rosé
Cabernet-de-saumur,Cabernet-de-saumur,2.0,3.0,8.0,10.0,,,rosé
Châteaumeillant,Châteaumeillant,2.0,5.0,14.0,16.0,,,rouge
Châteaumeillant,Châteaumeillant,1.0,3.0,8.0,10.0,,,blanc
Chaume,Chaume,3.0,25.0,11.0,13.0,,,jaune
Cheverny,Cheverny,3.0,10.0,14.0,14.0,,,rouge
Cheverny,Cheverny,1.0,5.0,8.0,10.0,,,blanc
Cheverny,Cheverny,1.0,2.0,8.0,10.0,,,rosé
Chinon,Chinon,4.0,20.0,16.0,16.0,,,rouge
Chinon,Chinon,2.0,5.0,10.0,12.0,,,blanc
Chinon,Chinon,1.0,3.0,9.0,11.0,,,rosé
Côte-roannaise,Côte-roannaise,1.0,5.0,14.0,16.0,,,rouge
Côte-roannaise,Côte-roannaise,1.0,2.0,8.0,10.0,,,rosé
Coteaux-d'ancenis,Coteaux-d'ancenis,3.0,7.0,14.0,16.0,,,rouge
Coteaux-d'ancenis,Coteaux-d'ancenis,2.0,5.0,10.0,12.0,,,blanc
Coteaux-d'ancenis,Coteaux-d'ancenis,1.0,3.0,10.0,12.0,,,rosé
Coteaux-d'ancenis,Coteaux-d'ancenis Malvoisie,3.0,15.0,10.0,10.0,,,blanc
Coteaux-de-l'aubance,Coteaux-de-l'aubance vendanges tardives,5.0,20.0,9.0,12.0,,,jaune
Coteaux-de-l'aubance,Coteaux-de-l'aubance sélection de grains nobles,5.0,35.0,10.0,13.0,,,jaune
Coteaux-de-saumur,Coteaux-de-saumur,5.0,20.0,10.0,12.0,,,jaune
Coteaux-du-giennois,Coteaux-du-giennois,2.0,6.0,14.0,15.0,,,rouge
Coteaux-du-giennois,Coteaux-du-giennois,1.0,3.0,8.0,10.0,,,blanc
Coteaux-du-giennois,Coteaux-du-giennois,1.0,2.0,10.0,12.0,,,rosé
Coteaux-du-layon,Coteaux-du-layon,5.0,25.0,10.0,13.0,,,jaune
Coteaux-du-layon,Coteaux-du-layon sélection de grains nobles,5.0,35.0,10.0,13.0,,,jaune
Coteaux-du-loir,Coteaux-du-loir,1.0,4.0,14.0,14.0,,,rouge
Coteaux-du-loir,Coteaux-du-loir,1.0,6.0,10.0,12.0,,,blanc
Coteaux-du-loir,Coteaux-du-loir,1.0,2.0,10.0,12.0,,,rosé
Coteaux-du-vendômois,Coteaux-du-vendômois,1.0,3.0,14.0,14.0,,,rouge
Coteaux-du-vendômois,Coteaux-du-vendômois,1.0,3.0,10.0,11.0,,,blanc
Coteaux-du-vendômois,Coteaux-du-vendômois,1.0,2.0,11.0,12.0,,,blanc
Côtes-d'auvergne,Côtes-d'auvergne,3.0,7.0,15.0,16.0,,,rouge
Côtes-d'auvergne,Côtes-d'auvergne,2.0,4.0,12.0,14.0,,,blanc
Côtes-d'auvergne,Côtes-d'auvergne,1.0,3.0,10.0,12.0,,,rosé
Côtes-du-forez,Côtes-du-forez,2.0,4.0,14.0,14.0,,,rouge
Côtes-du-forez,Côtes-du-forez,1.0,2.0,11.0,12.0,,,rosé
Cour-cheverny,Cour-cheverny,2.0,5.0,9.0,11.0,,,blanc
Crémant-de-loire,Crémant-de-loire,1.0,4.0,7.0,9.0,,,blanc
Crémant-de-loire,Crémant-de-loire,1.0,3.0,8.0,9.0,,,rosé
Fiefs-vendéens,Fiefs-vendéens,3.0,12.0,16.0,0.0,,,rouge
Fiefs-vendéens,Fiefs-vendéens,3.0,10.0,12.0,13.0,,,blanc
Fiefs-vendéens,Fiefs-vendéens,1.0,3.0,11.0,12.0,,,rosé
Gros-plant-du-pays-nantais,Gros-plant-du-pays-nantais,1.0,4.0,8.0,10.0,,,blanc
Jasnières,Jasnières,3.0,15.0,11.0,13.0,,,blanc
Menetou-salon,Menetou-salon,3.0,10.0,16.0,16.0,,,rouge
Menetou-salon,Menetou-salon,3.0,8.0,10.0,12.0,,,blanc
Menetou-salon,Menetou-salon,1.0,3.0,10.0,11.0,,,rosé
Montlouis-sur-loire,Montlouis-sur-loire,3.0,8.0,10.0,12.0,,,blanc
Montlouis-sur-loire,Montlouis-sur-loire,5.0,20.0,9.0,11.0,,,blanc
Montlouis-sur-loire,Montlouis-sur-loire,1.0,2.0,6.0,8.0,,,blanc
Muscadet,Muscadet,1.0,5.0,8.0,10.0,,,blanc
Muscadet,Muscadet sur lie,3.0,10.0,8.0,10.0,,,blanc
Muscadet-coteaux-de-la-loire,Muscadet-coteaux-de-la-loire,1.0,5.0,8.0,10.0,,,blanc
Muscadet-côtes-de-grand-lieu,Muscadet-côtes-de-grand-lieu,1.0,5.0,8.0,10.0,,,blanc
Muscadet-sèvre-et-maine,Muscadet-sèvre-et-maine,1.0,5.0,8.0,10.0,,,blanc
Orléans,Orléans,1.0,4.0,13.0,14.0,,,rouge
Orléans,Orléans,1.0,3.0,10.0,11.0,,,blanc
Orléans,Orléans,1.0,2.0,8.0,10.0,,,rosé
Orléans-cléry,Orléans-cléry,2.0,5.0,13.0,14.0,,,rouge
Pouilly-fumé,Pouilly-fumé,3.0,15.0,10.0,12.0,,,blanc
Pouilly-sur-loire,Pouilly-sur-loire,2.0,6.0,10.0,12.0,,,blanc
Quarts-de-chaume,Quarts-de-chaume,5.0,35.0,8.0,10.0,,,jaune
Quincy,Quincy,3.0,10.0,10.0,12.0,,,blanc
Reuilly,Reuilly,1.0,4.0,16.0,16.0,,,rouge
Reuilly,Reuilly,1.0,3.0,10.0,11.0,,,blanc
Reuilly,Reuilly,1.0,2.0,12.0,12.0,,,rosé
Rosé-d'anjou,Rosé-d'anjou,1.0,4.0,10.0,12.0,,,rosé
Rosé-de-loire,Rosé-de-loire,1.0,3.0,8.0,10.0,,,rosé
Saint-nicolas-de-bourgueil,Saint-nicolas-de-bourgueil,3.0,17.0,14.0,16.0,,,rouge
Saint-nicolas-de-bourgueil,Saint-nicolas-de-bourgueil,1.0,4.0,10.0,11.0,,,rosé
Saint-pourçain,Saint-pourçain,2.0,6.0,14.0,14.0,,,rouge
Saint-pourçain,Saint-pourçain,1.0,5.0,10.0,10.0,,,blanc
Saint-pourçain,Saint-pourçain,1.0,3.0,9.0,11.0,,,rosé
Sancerre,Sancerre,2.0,8.0,14.0,15.0,,,rouge
Sancerre,Sancerre,2.0,15.0,10.0,12.0,,,blanc
Sancerre,Sancerre,1.0,4.0,12.0,12.0,,,rosé
Saumur,Saumur,3.0,10.0,16.0,16.0,,,rouge
Saumur,Saumur Puy-Notre-Dame,3.0,15.0,15.0,15.0,,,rouge
Saumur,Saumur,2.0,10.0,12.0,14.0,,,blanc
Saumur,Saumur,1.0,3.0,6.0,8.0,,,blanc
Saumur,Saumur,1.0,2.0,6.0,8.0,,,rosé
Saumur-champigny,Saumur-champigny,3.0,12.0,16.0,16.0,,,rouge
Savennières,Savennières,3.0,15.0,11.0,13.0,,,blanc
Savennières-coulée-de-serrant,Savennières-coulée-de-serrant,4.0,20.0,11.0,13.0,,,blanc
Savennières-roche-aux-moines,Savennières-roche-aux-moines,3.0,15.0,11.0,13.0,,,blanc
Touraine,Touraine,2.0,10.0,14.0,15.0,,,rouge
Touraine,Touraine,1.0,5.0,8.0,10.0,,,blanc
Touraine,Touraine,1.0,3.0,8.0,10.0,,,rosé
Touraine,Touraine,1.0,4.0,6.0,8.0,,,blanc
Touraine,Touraine,1.0,4.0,7.0,9.0,,,rosé
Touraine,Touraine,1.0,4.0,10.0,12.0,,,rouge
Touraine-noble-joué,Touraine-noble-joué,2.0,4.0,8.0,10.0,,,rosé
Valençay,Valençay,2.0,5.0,14.0,14.0,,,rouge
Valençay,Valençay,1.0,4.0,10.0,11.0,,,blanc
Valençay,Valençay,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Allier,Vins de pays/IGP Allier,1.0,4.0,14.0,16.0,,,rouge
Vins de pays/IGP Allier,Vins de pays/IGP Allier,1.0,2.0,8.0,10.0,,,blanc
Vins de pays/IGP Allier,Vins de pays/IGP Allier,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Calvados,Vins de pays/IGP Calvados,1.0,4.0,12.0,14.0,,,rouge
Vins de pays/IGP Calvados,Vins de pays/IGP Calvados,1.0,6.0,9.0,11.0,,,blanc
Vins de pays/IGP Calvados,Vins de pays/IGP Calvados,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Cher,Vins de pays/IGP Cher,2.0,4.0,13.0,15.0,,,rouge
Vins de pays/IGP Cher,Vins de pays/IGP Cher,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Cher,Vins de pays/IGP Cher,1.0,3.0,8.0,10.0,,,rosé
Vins de pays/IGP Coteaux charitois,Vins de pays/IGP Coteaux charitois,2.0,4.0,15.0,16.0,,,rouge
Vins de pays/IGP Coteaux charitois,Vins de pays/IGP Coteaux charitois,2.0,6.0,10.0,12.0,,,blanc
Vins de pays/IGP Coteaux charitois,Vins de pays/IGP Coteaux charitois,1.0,2.0,9.0,11.0,,,rosé
Vins de pays/IGP Côtes de la Charité,Vins de pays/IGP Côtes de la Charité,2.0,6.0,13.0,15.0,,,rouge
Vins de pays/IGP Côtes de la Charité,Vins de pays/IGP Côtes de la Charité,2.0,5.0,12.0,14.0,,,blanc
Vins de pays/IGP Côtes de la Charité,Vins de pays/IGP Côtes de la Charité,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Haute-Vienne,Vins de pays/IGP Haute-Vienne,1.0,4.0,13.0,15.0,,,rouge
Vins de pays/IGP Haute-Vienne,Vins de pays/IGP Haute-Vienne,1.0,3.0,10.0,11.0,,,blanc
Vins de pays/IGP Haute-Vienne,Vins de pays/IGP Haute-Vienne,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Puy-de-Dôme,Vins de pays/IGP Puy-de-Dôme,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Puy-de-Dôme,Vins de pays/IGP Puy-de-Dôme,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Puy-de-Dôme,Vins de pays/IGP Puy-de-Dôme,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Urfé,Vins de pays/IGP Urfé,2.0,6.0,14.0,15.0,,,rouge
Vins de pays/IGP Urfé,Vins de pays/IGP Urfé,1.0,5.0,11.0,13.0,,,blanc
Vins de pays/IGP Urfé,Vins de pays/IGP Urfé,1.0,2.0,9.0,10.0,,,rosé
Vins de pays/IGP Val de Loire,Vins de pays/IGP Val de Loire,2.0,6.0,15.0,17.0,,,rouge
Vins de pays/IGP Val de Loire,Vins de pays/IGP Val de Loire,1.0,5.0,9.0,12.0,,,blanc
Vins de pays/IGP Val de Loire,Vins de pays/IGP Val de Loire,1.0,3.0,9.0,11.0,,,rosé
Vouvray,Vouvray,4.0,17.0,10.0,12.0,,,blanc
Vouvray,Vouvray,5.0,45.0,10.0,12.0,,,blanc
Vouvray,Vouvray,1.0,3.0,8.0,10.0,,,blanc
Beaumes-de-venise,Beaumes-de-venise,3.0,10.0,16.0,16.0,,,rouge
Cairanne,Cairanne,3.0,10.0,15.0,17.0,,,rouge
Cairanne,Cairanne,2.0,8.0,12.0,13.0,,,blanc
Cairanne,Cairanne,1.0,4.0,10.0,11.0,,,rosé
Château-grillet,Château-grillet,3.0,15.0,10.0,12.0,,,blanc
Châteauneuf-du-pape,Châteauneuf-du-pape,5.0,25.0,15.0,17.0,,,rouge
Châteauneuf-du-pape,Châteauneuf-du-pape,3.0,15.0,12.0,14.0,,,blanc
Châtillon-en-diois,Châtillon-en-diois,3.0,8.0,15.0,17.0,,,rouge
Châtillon-en-diois,Châtillon-en-diois,1.0,4.0,12.0,14.0,,,blanc
Châtillon-en-diois,Châtillon-en-diois,1.0,3.0,9.0,11.0,,,rosé
Clairette-de-bellegarde,Clairette-de-bellegarde,1.0,2.0,10.0,11.0,,,blanc
Clairette-de-die,Clairette-de-die,1.0,2.0,7.0,9.0,,,blanc
Condrieu,Condrieu,3.0,12.0,12.0,13.0,,,blanc
Condrieu,Condrieu,5.0,50.0,11.0,13.0,,,jaune
Cornas,Cornas,5.0,20.0,16.0,16.0,,,rouge
Costières-de-nîmes,Costières-de-nîmes,2.0,6.0,16.0,16.0,,,rouge
Costières-de-nîmes,Costières-de-nîmes,1.0,4.0,8.0,10.0,,,blanc
Costières-de-nîmes,Costières-de-nîmes,1.0,2.0,10.0,12.0,,,rosé
Côte-rôtie,Côte-rôtie,5.0,20.0,15.0,17.0,,,rouge
Coteaux-de-die,Coteaux-de-die,1.0,4.0,10.0,12.0,,,blanc
Côtes-du-rhône,Côtes-du-rhône,2.0,8.0,15.0,17.0,,,rouge
Côtes-du-rhône,Côtes-du-rhône,1.0,5.0,10.0,12.0,,,blanc
Côtes-du-rhône,Côtes-du-rhône,1.0,2.0,11.0,13.0,,,rosé
Côtes-du-rhône-villages,Côtes-du-rhône-villages,1.0,10.0,16.0,0.0,,,rouge
Côtes-du-rhône-villages,Côtes-du-rhône-villages,1.0,6.0,11.0,0.0,,,blanc
Côtes-du-rhône-villages,Côtes-du-rhône-villages,1.0,4.0,10.0,0.0,,,rosé
Côtes-du-vivarais,Côtes-du-vivarais,3.0,8.0,16.0,16.0,,,rouge
Côtes-du-vivarais,Côtes-du-vivarais,2.0,5.0,11.0,13.0,,,blanc
Côtes-du-vivarais,Côtes-du-vivarais,1.0,4.0,10.0,11.0,,,rosé
Crémant-de-die,Crémant-de-die,1.0,3.0,7.0,9.0,,,blanc
Crozes-hermitage,Crozes-hermitage,2.0,10.0,15.0,17.0,,,rouge
Crozes-hermitage,Crozes-hermitage,1.0,6.0,10.0,12.0,,,blanc
Gigondas,Gigondas,5.0,20.0,16.0,17.0,,,rouge
Gigondas,Gigondas,1.0,5.0,11.0,13.0,,,rosé
Grignan-les-adhémar,Grignan-les-adhémar,2.0,6.0,15.0,17.0,,,rouge
Grignan-les-adhémar,Grignan-les-adhémar,2.0,4.0,10.0,12.0,,,blanc
Grignan-les-adhémar,Grignan-les-adhémar,1.0,2.0,8.0,10.0,,,rosé
Hermitage,Hermitage,7.0,40.0,16.0,16.0,,,rouge
Hermitage,Hermitage,5.0,20.0,11.0,13.0,,,blanc
Hermitage,Hermitage,5.0,50.0,10.0,13.0,,,jaune
Lirac,Lirac,3.0,10.0,15.0,17.0,,,rouge
Lirac,Lirac,2.0,4.0,10.0,12.0,,,rosé
Lirac,Lirac,1.0,5.0,10.0,11.0,,,blanc
Luberon,Luberon,2.0,8.0,15.0,17.0,,,rouge
Luberon,Luberon,1.0,3.0,10.0,12.0,,,rosé
Luberon,Luberon,2.0,5.0,10.0,11.0,,,blanc
Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,3.0,15.0,8.0,10.0,,,rouge
Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,2.0,15.0,6.0,8.0,,,jaune
Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,2.0,10.0,8.0,10.0,,,rosé
Pierrevert,Pierrevert,0.0,0.0,0.0,0.0,,,
Rasteau,Rasteau,5.0,25.0,14.0,16.0,,,rouge
Rasteau,Rasteau,5.0,20.0,10.0,12.0,,,jaune
Rasteau,Rasteau rancio,5.0,50.0,12.0,14.0,,,jaune
Rasteau sec,Rasteau sec,5.0,15.0,14.0,16.0,,,rouge
Saint-joseph,Saint-joseph,2.0,10.0,11.0,13.0,,,blanc
Saint-joseph,Saint-joseph,3.0,20.0,15.0,17.0,,,rouge
Saint-péray,Saint-péray,3.0,10.0,10.0,11.0,,,blanc
Saint-péray,Saint-péray,1.0,3.0,7.0,9.0,,,blanc
Tavel,Tavel,1.0,5.0,10.0,12.0,,,rosé
Vacqueyras,Vacqueyras,3.0,15.0,15.0,17.0,,,rouge
Vacqueyras,Vacqueyras,2.0,6.0,10.0,12.0,,,blanc
Vacqueyras,Vacqueyras,1.0,4.0,12.0,14.0,,,rosé
Vins de pays/IGP Ardèche,Vins de pays/IGP Ardèche,2.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Ardèche,Vins de pays/IGP Ardèche,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Ardèche,Vins de pays/IGP Ardèche,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Collines rhodaniennes,Vins de pays/IGP Collines rhodaniennes,2.0,8.0,16.0,16.0,,,rouge
Vins de pays/IGP Collines rhodaniennes,Vins de pays/IGP Collines rhodaniennes,1.0,5.0,10.0,12.0,,,blanc
Vins de pays/IGP Collines rhodaniennes,Vins de pays/IGP Collines rhodaniennes,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Comté de Grignan,Vins de pays/IGP Comté de Grignan,2.0,6.0,16.0,16.0,,,rouge
Vins de pays/IGP Comté de Grignan,Vins de pays/IGP Comté de Grignan,1.0,5.0,10.0,12.0,,,blanc
Vins de pays/IGP Comté de Grignan,Vins de pays/IGP Comté de Grignan,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Coteaux des Baronnies,Vins de pays/IGP Coteaux des Baronnies,2.0,5.0,14.0,16.0,,,rouge
Vins de pays/IGP Coteaux des Baronnies,Vins de pays/IGP Coteaux des Baronnies,1.0,2.0,11.0,13.0,,,blanc
Vins de pays/IGP Coteaux des Baronnies,Vins de pays/IGP Coteaux des Baronnies,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Drôme,Vins de pays/IGP Drôme,1.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Drôme,Vins de pays/IGP Drôme,1.0,2.0,8.0,10.0,,,blanc
Vins de pays/IGP Drôme,Vins de pays/IGP Drôme,1.0,4.0,12.0,14.0,,,rosé
Vins de pays/IGP Vaucluse,Vins de pays/IGP Vaucluse,2.0,6.0,16.0,16.0,,,rouge
Vins de pays/IGP Vaucluse,Vins de pays/IGP Vaucluse,1.0,4.0,10.0,12.0,,,blanc
Vins de pays/IGP Vaucluse,Vins de pays/IGP Vaucluse,1.0,3.0,10.0,12.0,,,rosé
Ventoux,Ventoux,2.0,5.0,14.0,16.0,,,rouge
Ventoux,Ventoux,1.0,4.0,10.0,12.0,,,blanc
Ventoux,Ventoux,1.0,2.0,10.0,11.0,,,rosé
Vinsobres,Vinsobres,3.0,8.0,16.0,16.0,,,rouge
Rancio sec,Rancio sec,1.0,20.0,13.0,15.0,,,blanc
Vins de pays/IGP Argens,Vins de pays/IGP Argens,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Balmes dauphinoises,Vins de pays/IGP Balmes dauphinoises,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Bénovie,Vins de pays/IGP Bénovie,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Bessan,Vins de pays/IGP Bessan,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Cassan,Vins de pays/IGP Cassan,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Catalan,Vins de pays/IGP Catalan,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Caux,Vins de pays/IGP Caux,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Cessenon,Vins de pays/IGP Cessenon,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Collines de la Moure,Vins de pays/IGP Collines de la Moure,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de Bessilles,Vins de pays/IGP Coteaux de Bessilles,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de l'Ardèche,Vins de pays/IGP Coteaux de l'Ardèche,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de Laurens,Vins de pays/IGP Coteaux de Laurens,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de Montélimar,Vins de pays/IGP Coteaux de Montélimar,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de Murviel,Vins de pays/IGP Coteaux de Murviel,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux des Fenouillèdes,Vins de pays/IGP Coteaux des Fenouillèdes,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux du Grésivaudan,Vins de pays/IGP Coteaux du Grésivaudan,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux du littoral audois,Vins de pays/IGP Coteaux du littoral audois,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux du Salagou,Vins de pays/IGP Coteaux du Salagou,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux du Salavès,Vins de pays/IGP Coteaux du Salavès,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux et terrasses de Montauban,Vins de pays/IGP Coteaux et terrasses de Montauban,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Côtes de Pérignan,Vins de pays/IGP Côtes de Pérignan,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Côtes du Ceressou,Vins de pays/IGP Côtes du Ceressou,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Côtes du Condomois,Vins de pays/IGP Côtes du Condomois,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Deux Sèvres,Vins de pays/IGP Deux Sèvres,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Dordogne,Vins de pays/IGP Dordogne,0.0,0.0,0.0,0.0,,,
